ChurnID,CustomerID,Date,Motivo
CHRN01022,CUST031361,2023-11-18,Mau Atendimento
CHRN01023,CUST013098,2024-09-06,Preço
CHRN01024,CUST010667,2025-06-17,Mau Atendimento
CHRN01025,CUST023450,2023-10-07,Concorrência
CHRN01026,CUST031427,2025-08-26,Concorrência
CHRN01027,CUST045513,2024-08-23,Mau Atendimento
CHRN01028,CUST015195,2024-01-05,Insatisfação Rede
CHRN01029,CUST011244,2023-10-22,Preço
CHRN01030,CUST027499,2024-01-12,Concorrência
CHRN01031,CUST042835,2024-03-14,Mau Atendimento
CHRN01032,CUST032404,2023-01-13,Mau Atendimento
CHRN01033,CUST020736,2025-02-05,Mau Atendimento
CHRN01034,CUST017589,2025-11-10,Mau Atendimento
CHRN01035,CUST005587,2024-09-04,Insatisfação Rede
CHRN01036,CUST022182,2025-11-01,Mau Atendimento
CHRN01037,CUST034756,2025-03-25,Preço
CHRN01038,CUST045136,2025-11-01,Mau Atendimento
CHRN01039,CUST038134,2025-04-30,Mau Atendimento
CHRN01040,CUST012922,2025-04-06,Mau Atendimento
CHRN01041,CUST046378,2023-05-10,Concorrência
CHRN01042,CUST004069,2024-06-08,Preço
CHRN01043,CUST010495,2024-10-04,Preço
CHRN01044,CUST004951,2025-10-04,Preço
CHRN01045,CUST013402,2024-10-21,Preço
CHRN01046,CUST007653,2023-04-04,Mau Atendimento
CHRN01047,CUST041305,2023-09-20,Preço
CHRN01048,CUST025123,2023-06-27,Insatisfação Rede
CHRN01049,CUST026714,2025-12-17,Mau Atendimento
CHRN01050,CUST003582,2023-08-16,Preço
CHRN01051,CUST035645,2024-06-21,Mau Atendimento
CHRN01052,CUST004476,2025-04-20,Mau Atendimento
CHRN01053,CUST005261,2024-09-17,Concorrência
CHRN01054,CUST035803,2024-11-13,Concorrência
CHRN01055,CUST021892,2024-08-26,Concorrência
CHRN01056,CUST043605,2024-11-01,Insatisfação Rede
CHRN01057,CUST040498,2023-05-01,Concorrência
CHRN01058,CUST040803,2024-08-13,Mau Atendimento
CHRN01059,CUST049077,2025-03-28,Preço
CHRN01060,CUST038788,2025-06-25,Insatisfação Rede
CHRN01061,CUST007459,2024-03-05,Concorrência
CHRN01062,CUST040187,2024-12-11,Insatisfação Rede
CHRN01063,CUST021236,2024-06-12,Concorrência
CHRN01064,CUST000060,2023-08-29,Concorrência
CHRN01065,CUST001056,2023-10-26,Concorrência
CHRN01066,CUST030037,2024-09-30,Concorrência
CHRN01067,CUST045849,2024-06-12,Mau Atendimento
CHRN01068,CUST036457,2024-05-30,Concorrência
CHRN01069,CUST005620,2023-07-13,Concorrência
CHRN01070,CUST043379,2025-03-28,Insatisfação Rede
CHRN01071,CUST029825,2024-10-03,Insatisfação Rede
CHRN01072,CUST019678,2023-04-28,Insatisfação Rede
CHRN01073,CUST005428,2024-08-19,Mau Atendimento
CHRN01074,CUST037588,2023-07-30,Concorrência
CHRN01075,CUST049875,2023-03-15,Mau Atendimento
CHRN01076,CUST036457,2025-07-18,Preço
CHRN01077,CUST009133,2025-07-13,Preço
CHRN01078,CUST001425,2024-06-13,Concorrência
CHRN01079,CUST000677,2025-12-01,Insatisfação Rede
CHRN01080,CUST004471,2025-04-11,Preço
CHRN01081,CUST019566,2023-07-28,Insatisfação Rede
CHRN01082,CUST017213,2023-06-05,Concorrência
CHRN01083,CUST007749,2025-12-14,Concorrência
CHRN01084,CUST046380,2023-10-08,Mau Atendimento
CHRN01085,CUST008274,2024-09-08,Preço
CHRN01086,CUST002358,2024-03-10,Insatisfação Rede
CHRN01087,CUST021764,2025-09-26,Preço
CHRN01088,CUST035228,2023-11-06,Insatisfação Rede
CHRN01089,CUST017620,2024-03-20,Insatisfação Rede
CHRN01090,CUST039059,2025-11-29,Mau Atendimento
CHRN01091,CUST037437,2024-10-06,Mau Atendimento
CHRN01092,CUST021521,2025-10-19,Concorrência
CHRN01093,CUST038214,2024-08-23,Insatisfação Rede
CHRN01094,CUST047020,2023-07-20,Insatisfação Rede
CHRN01095,CUST011474,2024-05-01,Mau Atendimento
CHRN01096,CUST040602,2023-03-17,Mau Atendimento
CHRN01097,CUST024650,2025-03-05,Concorrência
CHRN01098,CUST041776,2025-05-17,Insatisfação Rede
CHRN01099,CUST033360,2025-11-07,Concorrência
CHRN01100,CUST020479,2024-10-04,Mau Atendimento
CHRN01101,CUST020284,2025-03-31,Mau Atendimento
CHRN01102,CUST017146,2024-12-22,Concorrência
CHRN01103,CUST011083,2024-04-25,Mau Atendimento
CHRN01104,CUST006413,2025-02-19,Preço
CHRN01105,CUST045190,2024-02-28,Preço
CHRN01106,CUST049905,2025-05-13,Mau Atendimento
CHRN01107,CUST018809,2025-02-28,Mau Atendimento
CHRN01108,CUST027052,2023-10-13,Insatisfação Rede
CHRN01109,CUST031557,2024-11-09,Preço
CHRN01110,CUST045240,2024-04-23,Insatisfação Rede
CHRN01111,CUST027705,2024-10-16,Concorrência
CHRN01112,CUST012692,2025-08-09,Concorrência
CHRN01113,CUST037493,2023-12-30,Mau Atendimento
CHRN01114,CUST032239,2025-01-16,Insatisfação Rede
CHRN01115,CUST025722,2023-07-14,Concorrência
CHRN01116,CUST022182,2023-05-17,Insatisfação Rede
CHRN01117,CUST013182,2023-01-15,Insatisfação Rede
CHRN01118,CUST047727,2023-02-09,Insatisfação Rede
CHRN01119,CUST011475,2024-05-03,Mau Atendimento
CHRN01120,CUST015943,2024-01-11,Concorrência
CHRN01121,CUST032909,2024-11-16,Insatisfação Rede
CHRN01122,CUST006374,2023-11-21,Concorrência
CHRN01123,CUST003259,2023-08-07,Mau Atendimento
CHRN01124,CUST026738,2025-03-19,Concorrência
CHRN01125,CUST010666,2024-09-05,Mau Atendimento
CHRN01126,CUST023904,2023-08-21,Insatisfação Rede
CHRN01127,CUST020368,2023-06-23,Mau Atendimento
CHRN01128,CUST016567,2024-08-11,Concorrência
CHRN01129,CUST045754,2023-12-29,Preço
CHRN01130,CUST005686,2025-08-07,Preço
CHRN01131,CUST023303,2023-03-18,Preço
CHRN01132,CUST019107,2025-12-29,Preço
CHRN01133,CUST001391,2024-06-09,Concorrência
CHRN01134,CUST030459,2024-01-11,Preço
CHRN01135,CUST002273,2024-02-25,Mau Atendimento
CHRN01136,CUST021123,2024-12-28,Insatisfação Rede
CHRN01137,CUST002120,2024-10-22,Preço
CHRN01138,CUST000880,2025-06-30,Mau Atendimento
CHRN01139,CUST027114,2024-11-28,Insatisfação Rede
CHRN01140,CUST043051,2023-10-27,Insatisfação Rede
CHRN01141,CUST017571,2025-05-22,Concorrência
CHRN01142,CUST017267,2025-07-21,Concorrência
CHRN01143,CUST049234,2025-12-09,Insatisfação Rede
CHRN01144,CUST010274,2025-03-15,Concorrência
CHRN01145,CUST034713,2024-01-04,Concorrência
CHRN01146,CUST020924,2024-03-21,Mau Atendimento
CHRN01147,CUST015856,2023-08-05,Concorrência
CHRN01148,CUST043050,2024-01-25,Preço
CHRN01149,CUST025472,2024-02-28,Preço
CHRN01150,CUST021701,2023-12-19,Preço
CHRN01151,CUST030955,2025-06-21,Insatisfação Rede
CHRN01152,CUST033713,2023-01-06,Insatisfação Rede
CHRN01153,CUST048289,2025-06-22,Mau Atendimento
CHRN01154,CUST025641,2023-05-12,Mau Atendimento
CHRN01155,CUST042297,2024-04-03,Mau Atendimento
CHRN01156,CUST025129,2025-12-21,Insatisfação Rede
CHRN01157,CUST043148,2023-12-28,Mau Atendimento
CHRN01158,CUST010467,2024-06-10,Insatisfação Rede
CHRN01159,CUST015430,2024-04-17,Mau Atendimento
CHRN01160,CUST004122,2023-06-14,Mau Atendimento
CHRN01161,CUST003414,2023-11-26,Mau Atendimento
CHRN01162,CUST006806,2024-12-26,Insatisfação Rede
CHRN01163,CUST002315,2025-12-05,Mau Atendimento
CHRN01164,CUST037861,2024-03-09,Insatisfação Rede
CHRN01165,CUST032719,2024-07-30,Preço
CHRN01166,CUST008643,2023-08-04,Preço
CHRN01167,CUST013431,2025-05-08,Preço
CHRN01168,CUST026150,2023-02-12,Mau Atendimento
CHRN01169,CUST022444,2025-02-07,Insatisfação Rede
CHRN01170,CUST049762,2023-02-27,Preço
CHRN01171,CUST015080,2024-07-23,Preço
CHRN01172,CUST010732,2023-09-02,Insatisfação Rede
CHRN01173,CUST047656,2025-08-09,Insatisfação Rede
CHRN01174,CUST008780,2024-07-21,Mau Atendimento
CHRN01175,CUST045820,2025-09-06,Insatisfação Rede
CHRN01176,CUST032845,2023-04-23,Mau Atendimento
CHRN01177,CUST000487,2023-02-23,Insatisfação Rede
CHRN01178,CUST038376,2025-11-30,Mau Atendimento
CHRN01179,CUST001391,2024-12-05,Insatisfação Rede
CHRN01180,CUST049504,2023-12-21,Concorrência
CHRN01181,CUST014908,2024-06-16,Preço
CHRN01182,CUST002095,2024-10-01,Insatisfação Rede
CHRN01183,CUST015903,2023-05-12,Concorrência
CHRN01184,CUST034447,2023-06-06,Mau Atendimento
CHRN01185,CUST005162,2025-04-03,Preço
CHRN01186,CUST032281,2023-12-22,Preço
CHRN01187,CUST022736,2024-05-03,Mau Atendimento
CHRN01188,CUST042730,2025-09-12,Concorrência
CHRN01189,CUST030279,2024-01-15,Insatisfação Rede
CHRN01190,CUST033532,2023-09-26,Insatisfação Rede
CHRN01191,CUST048579,2025-09-23,Insatisfação Rede
CHRN01192,CUST033521,2023-07-02,Insatisfação Rede
CHRN01193,CUST015639,2024-03-05,Preço
CHRN01194,CUST022164,2025-07-20,Preço
CHRN01195,CUST045604,2024-09-05,Insatisfação Rede
CHRN01196,CUST017271,2025-05-26,Insatisfação Rede
CHRN01197,CUST047588,2025-10-27,Mau Atendimento
CHRN01198,CUST017761,2025-05-09,Preço
CHRN01199,CUST019102,2025-09-29,Preço
CHRN01200,CUST040292,2024-03-23,Concorrência
CHRN01201,CUST016111,2025-07-17,Concorrência
CHRN01202,CUST010485,2025-03-17,Mau Atendimento
CHRN01203,CUST005877,2024-07-20,Preço
CHRN01204,CUST024461,2023-12-14,Preço
CHRN01205,CUST018332,2025-03-07,Insatisfação Rede
CHRN01206,CUST024522,2025-05-13,Preço
CHRN01207,CUST025788,2024-02-07,Concorrência
CHRN01208,CUST017917,2023-01-24,Mau Atendimento
CHRN01209,CUST042762,2023-01-04,Mau Atendimento
CHRN01210,CUST014907,2024-11-28,Concorrência
CHRN01211,CUST049105,2024-12-31,Concorrência
CHRN01212,CUST003282,2025-08-08,Preço
CHRN01213,CUST046041,2024-09-10,Preço
CHRN01214,CUST032848,2024-01-12,Preço
CHRN01215,CUST013144,2023-08-13,Mau Atendimento
CHRN01216,CUST022257,2023-11-15,Insatisfação Rede
CHRN01217,CUST011265,2025-03-25,Insatisfação Rede
CHRN01218,CUST035917,2024-09-24,Insatisfação Rede
CHRN01219,CUST014049,2025-02-15,Concorrência
CHRN01220,CUST032269,2025-05-31,Mau Atendimento
CHRN01221,CUST007915,2023-12-18,Insatisfação Rede
CHRN01222,CUST043198,2025-01-04,Concorrência
CHRN01223,CUST006880,2024-12-20,Preço
CHRN01224,CUST046407,2025-02-07,Mau Atendimento
CHRN01225,CUST030233,2024-02-06,Mau Atendimento
CHRN01226,CUST043862,2024-11-26,Concorrência
CHRN01227,CUST007135,2023-02-02,Concorrência
CHRN01228,CUST012057,2023-11-03,Mau Atendimento
CHRN01229,CUST021083,2024-01-27,Concorrência
CHRN01230,CUST035868,2025-03-18,Concorrência
CHRN01231,CUST047530,2025-12-11,Concorrência
CHRN01232,CUST016332,2025-12-31,Preço
CHRN01233,CUST041179,2025-01-06,Concorrência
CHRN01234,CUST008854,2025-06-03,Insatisfação Rede
CHRN01235,CUST043153,2023-02-04,Mau Atendimento
CHRN01236,CUST047906,2025-10-28,Preço
CHRN01237,CUST033410,2024-05-31,Concorrência
CHRN01238,CUST037351,2024-04-13,Insatisfação Rede
CHRN01239,CUST045039,2025-08-07,Preço
CHRN01240,CUST043591,2023-03-19,Insatisfação Rede
CHRN01241,CUST003326,2023-03-12,Mau Atendimento
CHRN01242,CUST023736,2025-03-14,Insatisfação Rede
CHRN01243,CUST018037,2023-05-27,Concorrência
CHRN01244,CUST005786,2025-03-21,Preço
CHRN01245,CUST049502,2024-03-24,Concorrência
CHRN01246,CUST041669,2025-09-30,Insatisfação Rede
CHRN01247,CUST029840,2024-07-26,Concorrência
CHRN01248,CUST036454,2023-12-28,Insatisfação Rede
CHRN01249,CUST045081,2025-10-11,Insatisfação Rede
CHRN01250,CUST035716,2023-08-13,Mau Atendimento
CHRN01251,CUST037159,2024-10-17,Preço
CHRN01252,CUST001365,2025-11-24,Preço
CHRN01253,CUST017589,2025-03-04,Preço
CHRN01254,CUST012263,2023-03-18,Concorrência
CHRN01255,CUST027448,2024-05-18,Mau Atendimento
CHRN01256,CUST022067,2024-03-30,Mau Atendimento
CHRN01257,CUST036715,2023-06-25,Preço
CHRN01258,CUST009360,2023-11-13,Concorrência
CHRN01259,CUST009570,2024-01-18,Concorrência
CHRN01260,CUST021102,2024-05-24,Insatisfação Rede
CHRN01261,CUST039472,2023-03-15,Insatisfação Rede
CHRN01262,CUST048683,2023-08-10,Preço
CHRN01263,CUST039272,2023-07-29,Concorrência
CHRN01264,CUST020348,2023-01-04,Preço
CHRN01265,CUST040698,2024-09-02,Insatisfação Rede
CHRN01266,CUST035730,2023-08-11,Preço
CHRN01267,CUST005952,2025-11-02,Mau Atendimento
CHRN01268,CUST016663,2024-02-27,Preço
CHRN01269,CUST044186,2023-02-10,Insatisfação Rede
CHRN01270,CUST000786,2023-01-09,Preço
CHRN01271,CUST014358,2025-02-24,Insatisfação Rede
CHRN01272,CUST038686,2025-12-19,Mau Atendimento
CHRN01273,CUST032768,2025-08-21,Concorrência
CHRN01274,CUST010588,2023-07-28,Mau Atendimento
CHRN01275,CUST020188,2025-04-02,Insatisfação Rede
CHRN01276,CUST013128,2024-08-19,Insatisfação Rede
CHRN01277,CUST015372,2023-09-22,Preço
CHRN01278,CUST040941,2025-05-30,Insatisfação Rede
CHRN01279,CUST048640,2025-04-05,Mau Atendimento
CHRN01280,CUST031771,2023-08-11,Mau Atendimento
CHRN01281,CUST004531,2023-01-23,Concorrência
CHRN01282,CUST026150,2024-12-01,Insatisfação Rede
CHRN01283,CUST034386,2024-06-07,Concorrência
CHRN01284,CUST039009,2023-07-26,Concorrência
CHRN01285,CUST046647,2025-03-09,Mau Atendimento
CHRN01286,CUST042804,2024-07-14,Preço
CHRN01287,CUST044707,2025-09-02,Insatisfação Rede
CHRN01288,CUST000277,2025-01-27,Mau Atendimento
CHRN01289,CUST010807,2024-06-30,Insatisfação Rede
CHRN01290,CUST012581,2023-04-11,Insatisfação Rede
CHRN01291,CUST004092,2025-02-19,Insatisfação Rede
CHRN01292,CUST015923,2025-06-08,Mau Atendimento
CHRN01293,CUST049011,2023-09-17,Preço
CHRN01294,CUST035720,2023-08-06,Concorrência
CHRN01295,CUST029306,2023-01-05,Concorrência
CHRN01296,CUST024965,2025-12-26,Insatisfação Rede
CHRN01297,CUST018246,2025-04-30,Preço
CHRN01298,CUST021944,2024-06-30,Insatisfação Rede
CHRN01299,CUST020822,2024-06-15,Concorrência
CHRN01300,CUST026575,2024-08-14,Concorrência
CHRN01301,CUST035360,2025-12-17,Insatisfação Rede
CHRN01302,CUST015695,2023-06-01,Preço
CHRN01303,CUST002564,2024-07-20,Insatisfação Rede
CHRN01304,CUST046039,2023-12-02,Insatisfação Rede
CHRN01305,CUST031083,2025-11-05,Concorrência
CHRN01306,CUST041470,2024-08-09,Concorrência
CHRN01307,CUST038494,2023-02-21,Concorrência
CHRN01308,CUST040545,2025-04-05,Mau Atendimento
CHRN01309,CUST024423,2024-11-02,Concorrência
CHRN01310,CUST032377,2025-02-21,Preço
CHRN01311,CUST005262,2024-03-01,Preço
CHRN01312,CUST039179,2024-04-21,Mau Atendimento
CHRN01313,CUST029538,2025-03-08,Mau Atendimento
CHRN01314,CUST026787,2023-07-23,Preço
CHRN01315,CUST013167,2023-12-23,Insatisfação Rede
CHRN01316,CUST006666,2025-05-09,Preço
CHRN01317,CUST047727,2023-01-20,Preço
CHRN01318,CUST037466,2024-10-06,Mau Atendimento
CHRN01319,CUST024899,2025-06-26,Mau Atendimento
CHRN01320,CUST020104,2024-09-20,Concorrência
CHRN01321,CUST028451,2023-02-14,Insatisfação Rede
CHRN01322,CUST028749,2025-04-21,Concorrência
CHRN01323,CUST011890,2023-11-25,Concorrência
CHRN01324,CUST008931,2025-11-21,Preço
CHRN01325,CUST016307,2023-10-26,Concorrência
CHRN01326,CUST024452,2024-01-18,Concorrência
CHRN01327,CUST036794,2024-06-19,Concorrência
CHRN01328,CUST011494,2025-10-06,Mau Atendimento
CHRN01329,CUST045940,2023-03-28,Concorrência
CHRN01330,CUST038295,2024-03-19,Insatisfação Rede
CHRN01331,CUST027726,2023-11-07,Concorrência
CHRN01332,CUST027960,2024-10-30,Insatisfação Rede
CHRN01333,CUST006274,2025-08-04,Insatisfação Rede
CHRN01334,CUST010369,2024-10-30,Insatisfação Rede
CHRN01335,CUST003553,2025-04-28,Insatisfação Rede
CHRN01336,CUST045789,2023-01-18,Preço
CHRN01337,CUST002192,2023-01-27,Concorrência
CHRN01338,CUST025189,2024-09-30,Concorrência
CHRN01339,CUST039383,2024-02-18,Insatisfação Rede
CHRN01340,CUST035449,2024-02-27,Concorrência
CHRN01341,CUST010662,2025-02-26,Mau Atendimento
CHRN01342,CUST018707,2024-05-03,Preço
CHRN01343,CUST042070,2023-10-24,Preço
CHRN01344,CUST023234,2024-01-14,Concorrência
CHRN01345,CUST023032,2024-10-27,Mau Atendimento
CHRN01346,CUST008306,2024-10-25,Concorrência
CHRN01347,CUST030155,2025-05-10,Insatisfação Rede
CHRN01348,CUST003320,2025-09-22,Insatisfação Rede
CHRN01349,CUST023499,2023-04-08,Insatisfação Rede
CHRN01350,CUST033145,2024-03-06,Insatisfação Rede
CHRN01351,CUST040936,2024-01-20,Preço
CHRN01352,CUST027667,2023-09-14,Preço
CHRN01353,CUST037699,2023-10-18,Mau Atendimento
CHRN01354,CUST003318,2024-03-07,Preço
CHRN01355,CUST048868,2025-11-05,Preço
CHRN01356,CUST045355,2025-08-09,Insatisfação Rede
CHRN01357,CUST006634,2024-08-04,Concorrência
CHRN01358,CUST049456,2023-11-26,Concorrência
CHRN01359,CUST003267,2024-05-11,Insatisfação Rede
CHRN01360,CUST011939,2023-05-30,Concorrência
CHRN01361,CUST024018,2023-01-09,Preço
CHRN01362,CUST005524,2025-08-18,Concorrência
CHRN01363,CUST037334,2024-02-15,Insatisfação Rede
CHRN01364,CUST005589,2024-01-20,Concorrência
CHRN01365,CUST008515,2024-10-15,Concorrência
CHRN01366,CUST016370,2023-07-21,Mau Atendimento
CHRN01367,CUST044199,2024-06-18,Concorrência
CHRN01368,CUST037042,2025-07-16,Preço
CHRN01369,CUST028943,2025-07-07,Insatisfação Rede
CHRN01370,CUST034246,2023-04-27,Preço
CHRN01371,CUST024675,2024-03-16,Concorrência
CHRN01372,CUST001211,2023-05-19,Concorrência
CHRN01373,CUST015275,2023-05-23,Preço
CHRN01374,CUST015903,2024-01-31,Mau Atendimento
CHRN01375,CUST026958,2023-05-25,Mau Atendimento
CHRN01376,CUST039946,2023-03-05,Insatisfação Rede
CHRN01377,CUST016932,2024-08-29,Mau Atendimento
CHRN01378,CUST043706,2023-08-07,Insatisfação Rede
CHRN01379,CUST007527,2024-04-24,Mau Atendimento
CHRN01380,CUST019266,2023-01-22,Preço
CHRN01381,CUST040963,2023-07-08,Mau Atendimento
CHRN01382,CUST013128,2024-02-22,Preço
CHRN01383,CUST045604,2023-11-04,Preço
CHRN01384,CUST014937,2025-05-18,Preço
CHRN01385,CUST027960,2024-04-07,Preço
CHRN01386,CUST049660,2024-03-08,Concorrência
CHRN01387,CUST007854,2024-04-22,Concorrência
CHRN01388,CUST037027,2023-11-05,Concorrência
CHRN01389,CUST018492,2023-05-11,Preço
CHRN01390,CUST026999,2023-11-15,Concorrência
CHRN01391,CUST018964,2025-03-12,Insatisfação Rede
CHRN01392,CUST024358,2024-06-05,Mau Atendimento
CHRN01393,CUST017554,2023-04-28,Preço
CHRN01394,CUST046061,2025-12-24,Concorrência
CHRN01395,CUST046808,2023-12-19,Concorrência
CHRN01396,CUST035190,2024-04-08,Mau Atendimento
CHRN01397,CUST022553,2023-06-29,Mau Atendimento
CHRN01398,CUST002639,2023-03-15,Preço
CHRN01399,CUST012488,2024-05-11,Insatisfação Rede
CHRN01400,CUST025936,2023-05-22,Concorrência
CHRN01401,CUST010057,2023-02-20,Insatisfação Rede
CHRN01402,CUST008439,2025-07-21,Insatisfação Rede
CHRN01403,CUST007466,2025-02-12,Concorrência
CHRN01404,CUST044927,2025-02-04,Insatisfação Rede
CHRN01405,CUST011890,2023-01-07,Preço
CHRN01406,CUST015796,2025-03-04,Mau Atendimento
CHRN01407,CUST027051,2023-11-25,Concorrência
CHRN01408,CUST035716,2023-11-06,Insatisfação Rede
CHRN01409,CUST044680,2023-10-21,Preço
CHRN01410,CUST029124,2024-03-13,Preço
CHRN01411,CUST030302,2024-06-25,Mau Atendimento
CHRN01412,CUST019376,2023-07-29,Insatisfação Rede
CHRN01413,CUST049918,2023-09-08,Mau Atendimento
CHRN01414,CUST017944,2024-02-04,Preço
CHRN01415,CUST010711,2023-09-03,Concorrência
CHRN01416,CUST035132,2024-12-18,Mau Atendimento
CHRN01417,CUST039966,2023-06-16,Preço
CHRN01418,CUST009863,2025-09-03,Mau Atendimento
CHRN01419,CUST002843,2023-04-22,Mau Atendimento
CHRN01420,CUST028999,2024-02-20,Preço
CHRN01421,CUST007809,2023-03-08,Mau Atendimento
CHRN01422,CUST035409,2024-07-01,Insatisfação Rede
CHRN01423,CUST032657,2024-10-31,Preço
CHRN01424,CUST018651,2024-06-16,Mau Atendimento
CHRN01425,CUST046750,2025-03-03,Preço
CHRN01426,CUST014964,2024-05-06,Concorrência
CHRN01427,CUST036130,2023-03-01,Insatisfação Rede
CHRN01428,CUST017084,2023-02-19,Concorrência
CHRN01429,CUST021216,2023-09-26,Concorrência
CHRN01430,CUST002146,2025-11-01,Insatisfação Rede
CHRN01431,CUST029205,2025-09-25,Insatisfação Rede
CHRN01432,CUST039409,2023-05-29,Insatisfação Rede
CHRN01433,CUST023036,2025-03-02,Preço
CHRN01434,CUST043132,2023-06-14,Mau Atendimento
CHRN01435,CUST024504,2025-08-16,Concorrência
CHRN01436,CUST039140,2023-02-18,Preço
CHRN01437,CUST041458,2025-05-25,Insatisfação Rede
CHRN01438,CUST033492,2024-06-02,Preço
CHRN01439,CUST015712,2024-12-30,Mau Atendimento
CHRN01440,CUST023639,2024-10-08,Insatisfação Rede
CHRN01441,CUST003882,2023-07-20,Concorrência
CHRN01442,CUST033823,2023-03-20,Preço
CHRN01443,CUST002853,2025-11-21,Insatisfação Rede
CHRN01444,CUST028557,2023-09-13,Preço
CHRN01445,CUST003058,2024-03-17,Mau Atendimento
CHRN01446,CUST043509,2023-09-16,Mau Atendimento
CHRN01447,CUST004539,2023-07-30,Preço
CHRN01448,CUST008438,2024-06-25,Insatisfação Rede
CHRN01449,CUST013541,2023-05-30,Insatisfação Rede
CHRN01450,CUST008615,2023-06-10,Mau Atendimento
CHRN01451,CUST014663,2024-08-26,Preço
CHRN01452,CUST019081,2024-06-07,Insatisfação Rede
CHRN01453,CUST028451,2024-05-20,Concorrência
CHRN01454,CUST023605,2024-07-04,Mau Atendimento
CHRN01455,CUST023563,2024-03-23,Mau Atendimento
CHRN01456,CUST011852,2023-06-13,Insatisfação Rede
CHRN01457,CUST026769,2023-02-02,Preço
CHRN01458,CUST023441,2023-06-29,Preço
CHRN01459,CUST022637,2023-08-23,Preço
CHRN01460,CUST035456,2025-07-14,Concorrência
CHRN01461,CUST040772,2025-11-06,Mau Atendimento
CHRN01462,CUST018237,2023-02-12,Insatisfação Rede
CHRN01463,CUST002896,2025-09-22,Insatisfação Rede
CHRN01464,CUST038190,2025-03-17,Concorrência
CHRN01465,CUST032476,2024-12-06,Concorrência
CHRN01466,CUST025659,2023-08-11,Preço
CHRN01467,CUST035100,2023-09-18,Concorrência
CHRN01468,CUST021290,2024-11-21,Insatisfação Rede
CHRN01469,CUST036697,2025-05-16,Insatisfação Rede
CHRN01470,CUST047159,2024-06-15,Insatisfação Rede
CHRN01471,CUST012864,2024-12-29,Concorrência
CHRN01472,CUST037597,2023-12-27,Concorrência
CHRN01473,CUST016748,2024-06-09,Mau Atendimento
CHRN01474,CUST017035,2024-08-03,Preço
CHRN01475,CUST048967,2023-11-10,Concorrência
CHRN01476,CUST016572,2024-01-24,Insatisfação Rede
CHRN01477,CUST019755,2025-08-25,Preço
CHRN01478,CUST017081,2025-08-03,Preço
CHRN01479,CUST031517,2023-10-06,Preço
CHRN01480,CUST045746,2024-08-13,Mau Atendimento
CHRN01481,CUST025100,2025-06-21,Concorrência
CHRN01482,CUST036632,2024-11-26,Concorrência
CHRN01483,CUST032969,2024-05-20,Preço
CHRN01484,CUST008677,2025-11-05,Preço
CHRN01485,CUST003896,2024-03-19,Mau Atendimento
CHRN01486,CUST033360,2025-02-03,Insatisfação Rede
CHRN01487,CUST007054,2024-10-20,Preço
CHRN01488,CUST020303,2023-01-28,Concorrência
CHRN01489,CUST013809,2025-09-03,Mau Atendimento
CHRN01490,CUST044192,2025-03-29,Concorrência
CHRN01491,CUST002176,2025-01-16,Mau Atendimento
CHRN01492,CUST033818,2023-10-30,Preço
CHRN01493,CUST010422,2023-09-15,Concorrência
CHRN01494,CUST016016,2025-08-13,Mau Atendimento
CHRN01495,CUST048722,2024-03-19,Mau Atendimento
CHRN01496,CUST047327,2023-04-17,Insatisfação Rede
CHRN01497,CUST043986,2024-03-05,Concorrência
CHRN01498,CUST003041,2023-10-17,Concorrência
CHRN01499,CUST009774,2024-12-05,Preço
CHRN01500,CUST034843,2025-05-23,Concorrência
CHRN01501,CUST014275,2024-07-09,Insatisfação Rede
CHRN01502,CUST005801,2024-07-06,Preço
CHRN01503,CUST016977,2025-03-27,Insatisfação Rede
CHRN01504,CUST035401,2025-06-16,Mau Atendimento
CHRN01505,CUST013413,2024-01-01,Concorrência
CHRN01506,CUST035836,2024-07-04,Concorrência
CHRN01507,CUST005581,2023-08-02,Insatisfação Rede
CHRN01508,CUST034441,2025-05-23,Concorrência
CHRN01509,CUST006708,2024-12-01,Concorrência
CHRN01510,CUST005672,2025-04-30,Mau Atendimento
CHRN01511,CUST014082,2023-04-03,Preço
CHRN01512,CUST042311,2024-06-08,Concorrência
CHRN01513,CUST043800,2023-10-05,Insatisfação Rede
CHRN01514,CUST025915,2024-01-08,Mau Atendimento
CHRN01515,CUST033466,2023-06-03,Insatisfação Rede
CHRN01516,CUST010664,2025-05-19,Insatisfação Rede
CHRN01517,CUST047436,2024-01-28,Preço
CHRN01518,CUST012346,2023-07-07,Concorrência
CHRN01519,CUST008497,2024-04-13,Insatisfação Rede
CHRN01520,CUST036019,2023-04-18,Concorrência
CHRN01521,CUST039293,2024-03-17,Concorrência
CHRN01522,CUST006308,2025-08-15,Insatisfação Rede
CHRN01523,CUST017184,2025-02-02,Insatisfação Rede
CHRN01524,CUST002125,2024-02-18,Concorrência
CHRN01525,CUST030857,2025-04-15,Insatisfação Rede
CHRN01526,CUST036860,2023-11-25,Concorrência
CHRN01527,CUST006370,2024-10-19,Insatisfação Rede
CHRN01528,CUST024210,2024-06-04,Preço
CHRN01529,CUST016594,2024-02-03,Concorrência
CHRN01530,CUST003896,2025-06-10,Mau Atendimento
CHRN01531,CUST001098,2024-05-04,Mau Atendimento
CHRN01532,CUST037786,2023-03-19,Mau Atendimento
CHRN01533,CUST009546,2025-12-26,Concorrência
