CustomerID,TicketID,Date,FCR,NPS_Score,Categoria
CUST031262,TKT0122942,2022-09-25,1,9,Promotor
CUST044527,TKT0036924,2023-09-05,0,5,Detrator
CUST035046,TKT0035229,2022-01-21,1,10,Promotor
CUST002715,TKT0116031,2023-10-11,1,10,Promotor
CUST019584,TKT0122467,2025-01-26,1,9,Promotor
CUST036082,TKT0075047,2025-05-04,1,8,Neutro
CUST031711,TKT0099131,2024-09-09,1,10,Promotor
CUST031957,TKT0010808,2023-09-17,0,0,Detrator
CUST003985,TKT0148830,2023-06-21,0,0,Detrator
CUST017190,TKT0126647,2022-01-11,0,2,Detrator
CUST042674,TKT0113079,2023-08-14,1,9,Promotor
CUST009931,TKT0076337,2025-10-19,1,10,Promotor
CUST014531,TKT0086386,2024-08-27,1,9,Promotor
CUST000109,TKT0135730,2025-01-08,1,9,Promotor
CUST039193,TKT0024494,2022-01-24,1,9,Promotor
CUST006995,TKT0045545,2024-06-10,1,9,Promotor
CUST009850,TKT0084924,2022-10-03,1,8,Neutro
CUST020898,TKT0061818,2025-02-11,1,9,Promotor
CUST039591,TKT0113856,2025-07-11,1,10,Promotor
CUST022333,TKT0125742,2024-06-11,1,9,Promotor
CUST040917,TKT0107368,2024-07-17,1,8,Neutro
CUST015384,TKT0137112,2024-05-13,1,10,Promotor
CUST018831,TKT0139814,2023-06-09,0,6,Detrator
CUST031400,TKT0107142,2023-12-29,1,9,Promotor
CUST043158,TKT0083659,2024-08-01,0,5,Detrator
CUST039936,TKT0038145,2022-02-17,1,10,Promotor
CUST037162,TKT0096859,2023-03-08,1,10,Promotor
CUST043384,TKT0073037,2022-01-03,1,10,Promotor
CUST032268,TKT0114139,2025-08-13,0,2,Detrator
CUST038013,TKT0060912,2023-04-12,1,10,Promotor
CUST033650,TKT0054683,2025-07-22,0,3,Detrator
CUST014540,TKT0120559,2024-04-19,1,9,Promotor
CUST027631,TKT0081006,2025-01-30,1,8,Neutro
CUST020109,TKT0128036,2024-07-24,1,10,Promotor
CUST001398,TKT0106501,2022-01-16,1,8,Neutro
CUST021682,TKT0015639,2022-11-29,1,9,Promotor
CUST017564,TKT0079580,2025-03-30,0,4,Detrator
CUST020706,TKT0087129,2023-08-22,1,9,Promotor
CUST018355,TKT0014561,2025-04-07,1,10,Promotor
CUST013185,TKT0029310,2025-11-10,1,9,Promotor
CUST031022,TKT0044340,2022-07-24,1,10,Promotor
CUST014783,TKT0017648,2025-10-18,1,10,Promotor
CUST009156,TKT0130050,2023-07-15,1,9,Promotor
CUST026008,TKT0063777,2024-10-30,1,10,Promotor
CUST008126,TKT0099782,2025-11-12,1,9,Promotor
CUST024116,TKT0009361,2022-10-02,0,6,Detrator
CUST044683,TKT0098877,2024-04-17,0,6,Detrator
CUST029344,TKT0105529,2022-04-02,1,8,Neutro
CUST014184,TKT0018317,2023-02-16,1,9,Promotor
CUST017287,TKT0074108,2025-06-25,0,0,Detrator
CUST001897,TKT0086153,2022-10-02,1,10,Promotor
CUST044176,TKT0050887,2022-12-18,0,2,Detrator
CUST008515,TKT0093314,2025-10-23,0,4,Detrator
CUST025505,TKT0023202,2024-07-28,1,9,Promotor
CUST003495,TKT0001423,2023-02-12,1,9,Promotor
CUST001015,TKT0142952,2025-04-22,0,4,Detrator
CUST038888,TKT0095615,2023-04-28,1,9,Promotor
CUST014587,TKT0110312,2024-12-23,0,4,Detrator
CUST003205,TKT0112948,2025-02-20,1,8,Neutro
CUST038277,TKT0058681,2022-04-05,0,2,Detrator
CUST013710,TKT0099540,2022-06-03,1,8,Neutro
CUST015786,TKT0021529,2023-03-02,1,9,Promotor
CUST014523,TKT0062687,2022-03-15,1,10,Promotor
CUST034560,TKT0095131,2024-07-31,1,10,Promotor
CUST006311,TKT0046040,2025-11-14,1,10,Promotor
CUST013586,TKT0006157,2025-09-20,1,10,Promotor
CUST027389,TKT0127007,2023-11-10,0,2,Detrator
CUST008204,TKT0027048,2022-04-12,1,10,Promotor
CUST014914,TKT0052873,2024-03-18,0,5,Detrator
CUST028961,TKT0003748,2023-12-08,1,10,Promotor
CUST035136,TKT0094328,2025-03-17,1,8,Neutro
CUST028926,TKT0038141,2023-11-15,1,8,Neutro
CUST032937,TKT0050500,2023-03-26,0,4,Detrator
CUST030321,TKT0053723,2024-12-30,0,2,Detrator
CUST017911,TKT0123806,2024-09-19,1,10,Promotor
CUST001457,TKT0134592,2024-05-01,0,2,Detrator
CUST030327,TKT0019365,2022-12-22,1,8,Neutro
CUST001299,TKT0122824,2024-06-13,1,8,Neutro
CUST014024,TKT0112200,2025-11-09,1,10,Promotor
CUST038645,TKT0133718,2025-10-05,0,4,Detrator
CUST013004,TKT0033260,2025-08-06,1,9,Promotor
CUST029757,TKT0008897,2024-05-28,0,2,Detrator
CUST048478,TKT0011503,2024-06-20,1,8,Neutro
CUST021294,TKT0008064,2025-12-24,1,10,Promotor
CUST034543,TKT0104258,2024-11-15,1,8,Neutro
CUST022273,TKT0101882,2025-02-12,1,8,Neutro
CUST023299,TKT0126161,2022-05-18,1,9,Promotor
CUST005813,TKT0044181,2022-07-22,1,8,Neutro
CUST004797,TKT0095480,2022-03-09,1,8,Neutro
CUST036876,TKT0110478,2025-07-20,1,9,Promotor
CUST049180,TKT0054163,2024-02-19,1,9,Promotor
CUST047100,TKT0134813,2024-07-17,1,9,Promotor
CUST048373,TKT0088096,2023-12-04,0,4,Detrator
CUST038744,TKT0112371,2025-05-24,1,8,Neutro
CUST047724,TKT0091732,2025-12-14,0,2,Detrator
CUST027731,TKT0095727,2025-08-15,1,8,Neutro
CUST048513,TKT0092868,2022-11-09,1,9,Promotor
CUST010152,TKT0082534,2022-11-26,1,9,Promotor
CUST003080,TKT0064934,2023-05-09,1,8,Neutro
CUST034054,TKT0129712,2023-12-21,1,8,Neutro
CUST041201,TKT0058666,2022-11-17,0,2,Detrator
CUST034898,TKT0060212,2024-03-16,1,10,Promotor
CUST022208,TKT0086645,2022-06-23,1,10,Promotor
CUST025182,TKT0133018,2024-01-13,1,10,Promotor
CUST018573,TKT0013242,2025-09-13,1,10,Promotor
CUST024597,TKT0003514,2023-09-10,1,10,Promotor
CUST035641,TKT0114126,2022-07-30,0,2,Detrator
CUST000221,TKT0083933,2024-12-27,1,10,Promotor
CUST010484,TKT0110318,2025-02-02,1,10,Promotor
CUST039647,TKT0095013,2022-12-10,1,9,Promotor
CUST015948,TKT0062547,2023-04-19,1,10,Promotor
CUST018737,TKT0142084,2023-08-17,0,0,Detrator
CUST029288,TKT0092357,2022-03-30,1,8,Neutro
CUST044823,TKT0134389,2024-11-02,1,10,Promotor
CUST038127,TKT0039416,2024-07-28,1,8,Neutro
CUST018498,TKT0143504,2025-07-11,0,1,Detrator
CUST025626,TKT0040455,2022-09-08,1,10,Promotor
CUST048434,TKT0019945,2022-07-29,0,4,Detrator
CUST026479,TKT0029296,2022-10-16,1,10,Promotor
CUST012160,TKT0011409,2023-07-14,1,9,Promotor
CUST037984,TKT0139761,2025-10-11,0,3,Detrator
CUST021340,TKT0128236,2023-10-28,0,2,Detrator
CUST032026,TKT0052980,2025-09-28,1,10,Promotor
CUST010269,TKT0110728,2025-07-26,1,10,Promotor
CUST014381,TKT0031168,2024-12-25,0,2,Detrator
CUST039252,TKT0005717,2023-12-27,1,9,Promotor
CUST014967,TKT0027496,2024-07-16,1,10,Promotor
CUST007695,TKT0047279,2022-11-03,0,5,Detrator
CUST000753,TKT0022670,2024-12-09,0,6,Detrator
CUST025262,TKT0105070,2022-10-05,0,4,Detrator
CUST021782,TKT0022577,2023-04-21,1,10,Promotor
CUST040616,TKT0085129,2024-06-12,0,2,Detrator
CUST000121,TKT0138896,2022-08-12,1,9,Promotor
CUST035541,TKT0016810,2022-08-01,1,9,Promotor
CUST015478,TKT0028020,2022-02-08,0,2,Detrator
CUST009619,TKT0034125,2022-06-20,1,9,Promotor
CUST017852,TKT0097030,2022-05-16,1,8,Neutro
CUST017605,TKT0126804,2025-02-06,0,5,Detrator
CUST022201,TKT0074445,2025-10-26,0,4,Detrator
CUST012434,TKT0038770,2024-12-02,1,9,Promotor
CUST011683,TKT0124206,2024-08-09,1,10,Promotor
CUST033159,TKT0131560,2025-08-21,0,6,Detrator
CUST016418,TKT0029828,2024-11-29,1,8,Neutro
CUST012443,TKT0049917,2025-06-30,1,9,Promotor
CUST018223,TKT0069238,2022-11-04,1,10,Promotor
CUST011252,TKT0085471,2025-12-17,1,10,Promotor
CUST002221,TKT0022684,2022-05-03,1,8,Neutro
CUST029864,TKT0098636,2022-07-15,1,8,Neutro
CUST014393,TKT0001852,2022-12-14,1,10,Promotor
CUST020009,TKT0018810,2022-02-05,0,1,Detrator
CUST042382,TKT0138828,2024-01-21,0,6,Detrator
CUST025694,TKT0074227,2025-12-14,1,8,Neutro
CUST019777,TKT0079947,2022-11-18,1,10,Promotor
CUST033859,TKT0136110,2025-08-03,1,8,Neutro
CUST018003,TKT0136875,2023-07-06,0,0,Detrator
CUST024628,TKT0002032,2025-01-26,0,1,Detrator
CUST045795,TKT0024965,2025-10-12,1,10,Promotor
CUST017315,TKT0088255,2024-12-31,1,9,Promotor
CUST013983,TKT0010507,2023-08-16,1,10,Promotor
CUST016775,TKT0071131,2023-12-27,1,10,Promotor
CUST023278,TKT0021665,2025-04-04,0,1,Detrator
CUST048821,TKT0053591,2023-07-26,1,10,Promotor
CUST025792,TKT0099227,2025-06-27,0,1,Detrator
CUST046243,TKT0047039,2022-09-09,0,4,Detrator
CUST031289,TKT0098880,2025-11-16,1,8,Neutro
CUST021892,TKT0001919,2024-03-06,0,0,Detrator
CUST021817,TKT0015087,2023-02-25,0,1,Detrator
CUST020681,TKT0008399,2025-06-13,1,9,Promotor
CUST017940,TKT0104331,2024-09-13,1,9,Promotor
CUST028442,TKT0009630,2023-12-19,1,9,Promotor
CUST022493,TKT0142376,2025-09-11,0,3,Detrator
CUST000840,TKT0019067,2024-12-07,0,5,Detrator
CUST038683,TKT0049981,2025-07-01,1,10,Promotor
CUST048026,TKT0067583,2022-08-26,1,10,Promotor
CUST039058,TKT0079239,2025-05-29,1,8,Neutro
CUST041094,TKT0047001,2025-07-19,1,8,Neutro
CUST000774,TKT0090496,2022-05-20,1,8,Neutro
CUST028206,TKT0015257,2025-08-13,0,3,Detrator
CUST017097,TKT0137510,2024-03-20,1,9,Promotor
CUST040666,TKT0024125,2025-04-04,1,10,Promotor
CUST014280,TKT0001826,2023-06-23,1,8,Neutro
CUST046677,TKT0002209,2023-05-01,0,0,Detrator
CUST038697,TKT0142429,2024-08-24,1,10,Promotor
CUST008232,TKT0026701,2025-05-27,1,9,Promotor
CUST038311,TKT0048645,2022-11-22,1,8,Neutro
CUST018023,TKT0028244,2024-12-29,0,3,Detrator
CUST034507,TKT0077908,2024-02-12,1,8,Neutro
CUST023726,TKT0082221,2023-07-21,1,8,Neutro
CUST010377,TKT0136367,2024-01-29,0,0,Detrator
CUST025792,TKT0073906,2023-04-10,0,0,Detrator
CUST045798,TKT0042794,2023-01-09,1,9,Promotor
CUST025056,TKT0143881,2022-01-23,1,8,Neutro
CUST041481,TKT0019327,2023-01-18,0,2,Detrator
CUST011361,TKT0011094,2023-06-14,1,8,Neutro
CUST011369,TKT0048605,2025-12-23,0,3,Detrator
CUST020283,TKT0050709,2024-03-27,0,1,Detrator
CUST000028,TKT0037717,2023-08-21,1,8,Neutro
CUST027676,TKT0029601,2023-02-22,1,10,Promotor
CUST016258,TKT0128061,2022-07-23,1,8,Neutro
CUST016972,TKT0109991,2024-02-07,1,8,Neutro
CUST040139,TKT0033269,2024-10-03,0,2,Detrator
CUST007496,TKT0141440,2023-04-08,1,9,Promotor
CUST022602,TKT0064148,2023-06-20,1,10,Promotor
CUST020283,TKT0123059,2023-04-26,1,8,Neutro
CUST025367,TKT0066647,2025-11-06,1,10,Promotor
CUST049824,TKT0143262,2024-09-08,1,9,Promotor
CUST008339,TKT0019126,2022-11-06,0,2,Detrator
CUST004425,TKT0090767,2025-02-05,1,9,Promotor
CUST015139,TKT0015811,2025-02-18,0,0,Detrator
CUST033870,TKT0020381,2022-11-09,0,2,Detrator
CUST032519,TKT0136193,2024-03-05,1,8,Neutro
CUST021136,TKT0024827,2025-10-19,1,8,Neutro
CUST004383,TKT0013405,2024-09-18,0,0,Detrator
CUST013773,TKT0002487,2023-01-04,1,9,Promotor
CUST049589,TKT0066745,2023-07-29,0,6,Detrator
CUST020493,TKT0075037,2025-11-27,1,9,Promotor
CUST027722,TKT0126823,2022-08-13,0,1,Detrator
CUST041819,TKT0146283,2023-02-19,1,9,Promotor
CUST018246,TKT0100414,2024-10-14,0,6,Detrator
CUST043085,TKT0097348,2025-03-15,1,8,Neutro
CUST048024,TKT0107178,2024-12-11,1,9,Promotor
CUST003683,TKT0023232,2025-12-22,1,10,Promotor
CUST031409,TKT0012478,2023-09-04,1,8,Neutro
CUST042449,TKT0073615,2022-09-21,1,9,Promotor
CUST028780,TKT0030491,2025-01-12,1,9,Promotor
CUST009057,TKT0077718,2024-07-15,1,10,Promotor
CUST025339,TKT0029167,2024-02-03,1,9,Promotor
CUST020178,TKT0101424,2022-02-13,1,10,Promotor
CUST028955,TKT0099893,2023-05-05,1,10,Promotor
CUST010084,TKT0019286,2024-12-05,1,10,Promotor
CUST006395,TKT0119235,2025-12-11,1,10,Promotor
CUST026664,TKT0127879,2022-04-11,1,8,Neutro
CUST033130,TKT0011403,2025-06-05,1,10,Promotor
CUST033271,TKT0000484,2025-05-16,1,9,Promotor
CUST038689,TKT0096985,2022-07-12,0,4,Detrator
CUST023109,TKT0021612,2023-05-16,1,8,Neutro
CUST002920,TKT0011296,2024-03-28,1,8,Neutro
CUST040064,TKT0012942,2023-07-24,1,9,Promotor
CUST029343,TKT0048932,2025-04-04,1,9,Promotor
CUST032331,TKT0091550,2025-05-25,1,10,Promotor
CUST019485,TKT0120549,2022-11-10,1,8,Neutro
CUST024636,TKT0118843,2025-07-01,1,8,Neutro
CUST019910,TKT0042269,2022-10-22,1,8,Neutro
CUST025099,TKT0091650,2023-09-30,1,10,Promotor
CUST006128,TKT0036720,2022-06-12,1,9,Promotor
CUST043941,TKT0032686,2024-08-10,1,10,Promotor
CUST049332,TKT0065913,2025-04-14,1,9,Promotor
CUST048371,TKT0149215,2024-03-30,1,9,Promotor
CUST018024,TKT0049749,2022-07-09,1,9,Promotor
CUST037039,TKT0023407,2023-10-17,1,10,Promotor
CUST022380,TKT0047727,2022-07-06,0,0,Detrator
CUST019315,TKT0103081,2025-03-19,1,8,Neutro
CUST035851,TKT0007058,2023-10-02,1,9,Promotor
CUST043165,TKT0041432,2022-11-11,1,8,Neutro
CUST014535,TKT0096291,2025-12-29,1,9,Promotor
CUST023257,TKT0050894,2024-04-20,0,5,Detrator
CUST044200,TKT0101344,2022-12-20,0,6,Detrator
CUST030337,TKT0036412,2022-05-19,1,9,Promotor
CUST001424,TKT0064622,2023-10-31,1,10,Promotor
CUST008366,TKT0129431,2023-01-15,1,9,Promotor
CUST023146,TKT0102273,2024-03-09,1,9,Promotor
CUST038785,TKT0039189,2024-07-10,1,9,Promotor
CUST012753,TKT0003611,2024-03-14,1,10,Promotor
CUST006511,TKT0057583,2025-09-04,0,0,Detrator
CUST039988,TKT0018613,2023-05-21,1,8,Neutro
CUST027028,TKT0000585,2022-06-19,0,2,Detrator
CUST013110,TKT0072876,2023-08-05,1,10,Promotor
CUST004903,TKT0124630,2022-09-03,1,9,Promotor
CUST000204,TKT0149391,2023-12-18,1,8,Neutro
CUST025905,TKT0069891,2023-10-08,0,3,Detrator
CUST041759,TKT0113761,2022-09-28,1,8,Neutro
CUST045308,TKT0060057,2023-12-19,1,9,Promotor
CUST046917,TKT0038313,2023-07-14,1,9,Promotor
CUST010956,TKT0073225,2024-06-26,1,9,Promotor
CUST031909,TKT0095494,2025-10-16,1,9,Promotor
CUST035905,TKT0142554,2023-12-20,1,8,Neutro
CUST037144,TKT0124670,2025-07-19,1,9,Promotor
CUST043744,TKT0126634,2025-01-08,1,8,Neutro
CUST023222,TKT0062323,2023-08-02,1,9,Promotor
CUST006536,TKT0136836,2024-01-05,1,8,Neutro
CUST003677,TKT0126946,2023-07-04,1,10,Promotor
CUST006931,TKT0111910,2023-08-17,0,4,Detrator
CUST018302,TKT0001925,2023-10-31,0,5,Detrator
CUST031524,TKT0112890,2023-03-24,1,9,Promotor
CUST025858,TKT0104325,2025-05-21,0,3,Detrator
CUST018683,TKT0139396,2022-06-02,1,8,Neutro
CUST020056,TKT0042176,2025-11-26,1,10,Promotor
CUST041650,TKT0068625,2024-10-30,0,3,Detrator
CUST028258,TKT0113905,2023-01-16,1,8,Neutro
CUST010873,TKT0118430,2022-07-11,1,9,Promotor
CUST010028,TKT0069122,2024-05-31,0,0,Detrator
CUST002755,TKT0012032,2023-02-21,1,9,Promotor
CUST035789,TKT0100120,2024-01-09,1,8,Neutro
CUST046987,TKT0120927,2022-07-19,1,9,Promotor
CUST022802,TKT0071697,2022-11-03,1,10,Promotor
CUST021841,TKT0024157,2022-02-11,1,8,Neutro
CUST042685,TKT0001704,2025-07-07,1,8,Neutro
CUST028819,TKT0041480,2024-05-02,0,5,Detrator
CUST003207,TKT0084482,2025-08-26,1,8,Neutro
CUST031054,TKT0141057,2023-12-10,1,8,Neutro
CUST045314,TKT0147435,2025-08-18,1,9,Promotor
CUST021475,TKT0141975,2023-04-08,1,9,Promotor
CUST008920,TKT0020013,2023-06-15,1,10,Promotor
CUST002456,TKT0009542,2024-12-17,1,8,Neutro
CUST040240,TKT0077309,2022-02-14,0,2,Detrator
CUST007871,TKT0045522,2023-05-10,0,6,Detrator
CUST020807,TKT0074172,2025-05-04,0,2,Detrator
CUST032076,TKT0030400,2025-07-15,0,1,Detrator
CUST028589,TKT0125113,2023-07-21,0,3,Detrator
CUST020697,TKT0110223,2023-08-23,1,8,Neutro
CUST010944,TKT0118387,2024-02-11,0,6,Detrator
CUST002914,TKT0021357,2025-12-10,0,1,Detrator
CUST045136,TKT0008859,2024-10-05,0,5,Detrator
CUST035309,TKT0043324,2025-12-25,0,6,Detrator
CUST017047,TKT0007335,2025-05-19,1,9,Promotor
CUST033307,TKT0085763,2023-08-22,1,9,Promotor
CUST001950,TKT0022863,2022-03-19,1,8,Neutro
CUST039923,TKT0087278,2024-01-04,1,9,Promotor
CUST032446,TKT0132765,2022-05-31,1,8,Neutro
CUST046920,TKT0013478,2023-01-07,1,8,Neutro
CUST011452,TKT0135964,2022-03-27,1,8,Neutro
CUST016811,TKT0091889,2022-12-02,1,9,Promotor
CUST024774,TKT0098943,2024-07-16,0,1,Detrator
CUST036677,TKT0119602,2022-06-28,1,8,Neutro
CUST028670,TKT0037756,2025-07-25,0,4,Detrator
CUST026649,TKT0141179,2025-10-17,1,8,Neutro
CUST025032,TKT0002961,2022-10-10,1,9,Promotor
CUST003886,TKT0127083,2022-06-15,1,9,Promotor
CUST023946,TKT0080789,2022-06-04,1,10,Promotor
CUST021244,TKT0072978,2025-08-08,1,10,Promotor
CUST022595,TKT0085517,2025-01-29,0,6,Detrator
CUST012037,TKT0122778,2024-09-04,0,0,Detrator
CUST016316,TKT0004831,2022-10-28,1,8,Neutro
CUST017961,TKT0083627,2025-03-17,1,9,Promotor
CUST022929,TKT0096599,2025-07-07,1,10,Promotor
CUST004082,TKT0019377,2022-02-14,1,10,Promotor
CUST042078,TKT0071896,2023-05-20,0,1,Detrator
CUST008541,TKT0109149,2022-11-01,1,10,Promotor
CUST003623,TKT0088701,2024-01-01,0,6,Detrator
CUST033273,TKT0148538,2022-01-31,0,4,Detrator
CUST045253,TKT0128002,2022-07-31,1,9,Promotor
CUST009408,TKT0100587,2024-10-16,1,8,Neutro
CUST037126,TKT0055173,2023-11-05,1,8,Neutro
CUST023164,TKT0147868,2024-02-06,0,2,Detrator
CUST026664,TKT0127428,2025-08-17,0,6,Detrator
CUST021513,TKT0063300,2024-09-02,0,3,Detrator
CUST031885,TKT0070087,2023-07-29,1,10,Promotor
CUST035941,TKT0019509,2023-03-27,1,8,Neutro
CUST004986,TKT0102474,2025-03-16,1,10,Promotor
CUST023902,TKT0067988,2025-11-27,1,9,Promotor
CUST024811,TKT0041625,2024-06-22,1,9,Promotor
CUST046187,TKT0144630,2025-07-15,0,2,Detrator
CUST010910,TKT0112096,2023-01-20,1,9,Promotor
CUST039188,TKT0135015,2022-03-29,1,9,Promotor
CUST032454,TKT0145158,2022-12-29,1,8,Neutro
CUST029803,TKT0119156,2023-10-23,0,5,Detrator
CUST040517,TKT0070905,2024-04-05,1,10,Promotor
CUST022324,TKT0014137,2022-07-06,1,9,Promotor
CUST041319,TKT0093312,2025-10-27,1,10,Promotor
CUST015866,TKT0145071,2022-10-05,0,6,Detrator
CUST048100,TKT0094409,2024-01-13,1,9,Promotor
CUST027710,TKT0146279,2022-12-09,1,10,Promotor
CUST022492,TKT0015203,2025-10-13,0,6,Detrator
CUST028851,TKT0025566,2025-12-22,1,8,Neutro
CUST024534,TKT0050010,2025-04-11,1,8,Neutro
CUST004157,TKT0045061,2023-03-30,0,6,Detrator
CUST044429,TKT0067572,2024-01-23,1,8,Neutro
CUST032814,TKT0000167,2023-01-17,0,4,Detrator
CUST037225,TKT0080605,2022-05-31,1,9,Promotor
CUST027962,TKT0001639,2025-06-16,1,8,Neutro
CUST025553,TKT0068967,2024-11-04,1,8,Neutro
CUST025772,TKT0057030,2022-11-29,1,9,Promotor
CUST046708,TKT0003542,2024-04-03,0,4,Detrator
CUST032110,TKT0109308,2025-09-27,1,10,Promotor
CUST003661,TKT0131908,2022-06-30,1,10,Promotor
CUST032409,TKT0026045,2022-06-23,1,9,Promotor
CUST004979,TKT0134922,2023-05-13,1,8,Neutro
CUST009612,TKT0048158,2025-12-10,1,8,Neutro
CUST036065,TKT0048237,2024-02-06,1,8,Neutro
CUST035906,TKT0011726,2022-12-01,1,8,Neutro
CUST033073,TKT0028660,2022-11-25,1,9,Promotor
CUST040241,TKT0122011,2022-11-17,0,4,Detrator
CUST035250,TKT0141244,2023-07-12,1,8,Neutro
CUST011468,TKT0036597,2022-12-26,0,1,Detrator
CUST001179,TKT0072859,2023-07-19,1,8,Neutro
CUST021262,TKT0146952,2024-03-17,1,10,Promotor
CUST002527,TKT0042274,2025-01-30,1,9,Promotor
CUST020034,TKT0144550,2025-07-22,1,10,Promotor
CUST004530,TKT0018866,2025-06-29,1,8,Neutro
CUST027947,TKT0139560,2025-02-18,1,8,Neutro
CUST004176,TKT0079792,2023-07-21,1,8,Neutro
CUST018203,TKT0093654,2024-12-21,1,9,Promotor
CUST022202,TKT0046688,2025-10-04,1,10,Promotor
CUST020245,TKT0032265,2022-09-26,1,9,Promotor
CUST034585,TKT0119661,2025-10-17,1,8,Neutro
CUST033047,TKT0109015,2025-03-03,0,5,Detrator
CUST009950,TKT0043796,2023-06-28,1,8,Neutro
CUST028076,TKT0126327,2023-09-05,1,9,Promotor
CUST004981,TKT0055673,2024-09-21,1,10,Promotor
CUST015625,TKT0069339,2022-09-20,1,9,Promotor
CUST047309,TKT0044390,2022-12-10,1,10,Promotor
CUST029050,TKT0013881,2024-08-11,1,9,Promotor
CUST037609,TKT0016594,2025-12-12,1,8,Neutro
CUST048717,TKT0000735,2023-02-22,0,4,Detrator
CUST044041,TKT0135665,2022-01-07,1,8,Neutro
CUST043235,TKT0142071,2024-11-04,1,10,Promotor
CUST011140,TKT0123027,2024-02-20,1,9,Promotor
CUST017719,TKT0139680,2025-07-29,0,4,Detrator
CUST040294,TKT0059555,2025-01-29,1,8,Neutro
CUST019890,TKT0045303,2025-11-07,1,10,Promotor
CUST041647,TKT0080992,2022-09-09,0,2,Detrator
CUST020510,TKT0057353,2023-08-18,1,8,Neutro
CUST012963,TKT0068342,2024-11-30,1,9,Promotor
CUST011093,TKT0054497,2024-05-17,0,2,Detrator
CUST022723,TKT0098362,2023-06-27,1,8,Neutro
CUST048006,TKT0135944,2024-09-16,1,10,Promotor
CUST028326,TKT0019965,2023-11-28,1,10,Promotor
CUST048823,TKT0147101,2025-01-06,1,8,Neutro
CUST035458,TKT0047133,2025-05-18,1,9,Promotor
CUST046156,TKT0051183,2025-12-25,1,10,Promotor
CUST017909,TKT0111698,2022-06-01,1,10,Promotor
CUST045711,TKT0016018,2024-01-16,0,3,Detrator
CUST004103,TKT0111516,2022-03-28,1,9,Promotor
CUST046790,TKT0114895,2024-12-01,1,8,Neutro
CUST048677,TKT0103663,2023-06-14,1,10,Promotor
CUST028684,TKT0053128,2023-06-01,1,9,Promotor
CUST025110,TKT0128280,2023-02-04,0,4,Detrator
CUST020547,TKT0068753,2025-07-15,1,9,Promotor
CUST028287,TKT0028654,2025-03-10,1,10,Promotor
CUST023326,TKT0070395,2023-12-03,1,10,Promotor
CUST016412,TKT0133164,2024-07-05,1,10,Promotor
CUST025471,TKT0135925,2023-03-29,0,0,Detrator
CUST046407,TKT0035483,2025-04-26,0,3,Detrator
CUST028175,TKT0149363,2024-12-12,1,10,Promotor
CUST006464,TKT0063571,2024-11-02,1,8,Neutro
CUST015797,TKT0010965,2023-12-16,0,5,Detrator
CUST007792,TKT0033465,2024-08-24,0,2,Detrator
CUST033028,TKT0138063,2023-10-02,1,8,Neutro
CUST006817,TKT0114933,2022-02-23,0,4,Detrator
CUST026365,TKT0138897,2023-11-11,1,9,Promotor
CUST009700,TKT0083272,2024-02-10,1,10,Promotor
CUST022831,TKT0149388,2022-06-07,1,9,Promotor
CUST020437,TKT0113605,2024-04-29,1,8,Neutro
CUST002473,TKT0031813,2024-01-22,1,9,Promotor
CUST007464,TKT0052163,2022-07-30,1,8,Neutro
CUST020140,TKT0095963,2025-04-13,0,5,Detrator
CUST025513,TKT0092247,2024-03-24,0,4,Detrator
CUST026843,TKT0127918,2025-11-05,1,10,Promotor
CUST017299,TKT0048308,2023-04-26,0,2,Detrator
CUST035168,TKT0107558,2025-08-16,1,9,Promotor
CUST008965,TKT0102122,2025-07-16,1,9,Promotor
CUST024227,TKT0072761,2023-02-24,1,9,Promotor
CUST049870,TKT0048665,2023-11-02,1,9,Promotor
CUST024598,TKT0050566,2022-04-20,1,9,Promotor
CUST001044,TKT0062669,2025-11-15,1,8,Neutro
CUST000919,TKT0140105,2022-07-25,0,5,Detrator
CUST011972,TKT0006881,2024-10-23,1,9,Promotor
CUST004003,TKT0099152,2022-04-16,1,9,Promotor
CUST009366,TKT0111518,2025-07-28,1,9,Promotor
CUST044620,TKT0028095,2023-10-13,0,4,Detrator
CUST048314,TKT0031722,2022-03-07,1,8,Neutro
CUST023717,TKT0080161,2023-12-29,1,8,Neutro
CUST028594,TKT0096197,2023-01-05,1,9,Promotor
CUST002913,TKT0039681,2025-10-08,1,9,Promotor
CUST049787,TKT0081508,2024-10-11,1,9,Promotor
CUST019150,TKT0006060,2023-07-07,1,10,Promotor
CUST024901,TKT0006476,2023-09-25,1,10,Promotor
CUST028108,TKT0049847,2024-07-17,1,9,Promotor
CUST047747,TKT0011783,2025-07-23,1,8,Neutro
CUST026455,TKT0133339,2025-06-17,1,10,Promotor
CUST018644,TKT0066003,2025-11-05,1,10,Promotor
CUST020285,TKT0058738,2025-07-27,0,3,Detrator
CUST036329,TKT0015337,2025-08-11,1,10,Promotor
CUST012784,TKT0085127,2025-06-07,1,8,Neutro
CUST043713,TKT0083805,2024-11-02,1,8,Neutro
CUST019616,TKT0141841,2024-09-27,0,1,Detrator
CUST014058,TKT0054120,2025-05-13,0,5,Detrator
CUST000540,TKT0129871,2024-10-07,1,9,Promotor
CUST011144,TKT0128987,2022-04-07,1,8,Neutro
CUST020593,TKT0115276,2025-05-23,1,10,Promotor
CUST013411,TKT0136775,2022-09-06,1,9,Promotor
