CustomerID,Segmento,Sexo,Idade,Distrito,CanalPreferencial
CUST015572,Residencial,M,18,Setúbal,App/Online
CUST015573,Residencial,M,46,Porto,Loja/Telefone
CUST015574,Residencial,F,32,Porto,App/Online
CUST015575,Residencial,M,29,Castelo Branco,App/Online
CUST015576,Residencial,F,38,Viseu,Loja/Telefone
CUST015577,Residencial,F,36,Braga,Loja/Telefone
CUST015578,Residencial,F,45,Leiria,Loja/Telefone
CUST015579,Empresarial,Empresa,,Porto,Loja/Telefone
CUST015580,Residencial,F,18,Lisboa,App/Online
CUST015581,Residencial,M,45,Coimbra,Loja/Telefone
CUST015582,Residencial,M,50,Setúbal,Loja/Telefone
CUST015583,VIP,M,52,Aveiro,Loja/Telefone
CUST015584,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST015585,Residencial,M,45,Braga,Loja/Telefone
CUST015586,Residencial,M,39,Porto,Loja/Telefone
CUST015587,Residencial,F,36,Porto,Loja/Telefone
CUST015588,Residencial,F,54,Lisboa,Loja/Telefone
CUST015589,Residencial,F,62,Lisboa,Loja/Telefone
CUST015590,Residencial,F,41,Viseu,Loja/Telefone
CUST015591,Empresarial,Empresa,,Porto,Loja/Telefone
CUST015592,Residencial,F,39,Viseu,Loja/Telefone
CUST015593,Residencial,F,55,Braga,Loja/Telefone
CUST015594,Residencial,F,43,Faro,Loja/Telefone
CUST015595,Residencial,M,27,Leiria,App/Online
CUST015596,Empresarial,Empresa,,Aveiro,Loja/Telefone
CUST015597,Residencial,M,27,Lisboa,App/Online
CUST015598,Residencial,M,29,Braga,App/Online
CUST015599,Residencial,M,53,Santarém,Loja/Telefone
CUST015600,Residencial,M,59,Setúbal,Loja/Telefone
CUST015601,Residencial,F,61,Setúbal,Loja/Telefone
CUST015602,VIP,M,42,Lisboa,Loja/Telefone
CUST015603,Residencial,F,30,Leiria,App/Online
CUST015604,Residencial,M,48,Lisboa,Loja/Telefone
CUST015605,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST015606,Residencial,M,58,Lisboa,Loja/Telefone
CUST015607,Residencial,F,47,Setúbal,Loja/Telefone
CUST015608,Residencial,M,74,Aveiro,Loja/Telefone
CUST015609,Residencial,F,43,Lisboa,Loja/Telefone
CUST015610,VIP,F,69,Lisboa,Loja/Telefone
CUST015611,Residencial,M,40,Lisboa,Loja/Telefone
CUST015612,Residencial,M,57,Porto,Loja/Telefone
CUST015613,Residencial,M,30,Porto,App/Online
CUST015614,Residencial,M,34,Lisboa,App/Online
CUST015615,Residencial,F,18,Lisboa,App/Online
CUST015616,Residencial,F,50,Setúbal,Loja/Telefone
CUST015617,Residencial,M,30,Viseu,App/Online
CUST015618,Residencial,M,57,Lisboa,Loja/Telefone
CUST015619,Residencial,F,80,Lisboa,Loja/Telefone
CUST015620,Residencial,M,49,Lisboa,Loja/Telefone
CUST015621,Residencial,M,36,Lisboa,Loja/Telefone
CUST015622,Residencial,F,44,Coimbra,Loja/Telefone
CUST015623,Residencial,M,59,Setúbal,Loja/Telefone
CUST015624,Residencial,M,38,Lisboa,Loja/Telefone
CUST015625,Residencial,M,50,Lisboa,Loja/Telefone
CUST015626,Residencial,M,42,Aveiro,Loja/Telefone
CUST015627,Residencial,F,33,Porto,App/Online
CUST015628,Residencial,F,43,Coimbra,Loja/Telefone
CUST015629,Empresarial,Empresa,,Porto,Loja/Telefone
CUST015630,Residencial,M,36,Coimbra,Loja/Telefone
CUST015631,Empresarial,Empresa,,Setúbal,Loja/Telefone
CUST015632,Residencial,M,26,Porto,App/Online
CUST015633,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST015634,Residencial,F,20,Lisboa,App/Online
CUST015635,Residencial,F,48,Lisboa,Loja/Telefone
CUST015636,Empresarial,Empresa,,Madeira,Loja/Telefone
CUST015637,Residencial,F,62,Porto,Loja/Telefone
CUST015638,Residencial,F,28,Porto,App/Online
CUST015639,Residencial,M,46,Açores,Loja/Telefone
CUST015640,Residencial,M,62,Leiria,Loja/Telefone
CUST015641,Residencial,F,80,Porto,Loja/Telefone
CUST015642,Residencial,M,18,Porto,App/Online
CUST015643,Residencial,M,67,Lisboa,Loja/Telefone
CUST015644,Residencial,M,40,Faro,Loja/Telefone
CUST015645,Empresarial,Empresa,,Açores,Loja/Telefone
CUST015646,Residencial,M,50,Porto,Loja/Telefone
CUST015647,Residencial,M,38,Lisboa,Loja/Telefone
CUST015648,Residencial,F,28,Faro,App/Online
CUST015649,Empresarial,Empresa,,Setúbal,Loja/Telefone
CUST015650,Residencial,F,41,Braga,Loja/Telefone
CUST015651,Empresarial,Empresa,,Porto,Loja/Telefone
CUST015652,Residencial,F,55,Guarda,Loja/Telefone
CUST015653,Residencial,F,23,Lisboa,App/Online
CUST015654,Residencial,M,37,Lisboa,Loja/Telefone
CUST015655,Residencial,M,55,Lisboa,Loja/Telefone
CUST015656,Residencial,F,26,Braga,App/Online
CUST015657,Residencial,F,58,Lisboa,Loja/Telefone
CUST015658,Residencial,F,38,Lisboa,Loja/Telefone
CUST015659,Residencial,F,19,Lisboa,App/Online
CUST015660,Residencial,F,47,Lisboa,Loja/Telefone
CUST015661,Residencial,F,46,Setúbal,Loja/Telefone
CUST015662,Residencial,M,38,Castelo Branco,Loja/Telefone
CUST015663,Residencial,M,45,Aveiro,Loja/Telefone
CUST015664,Residencial,M,55,Viseu,Loja/Telefone
CUST015665,Empresarial,Empresa,,Braga,Loja/Telefone
CUST015666,Residencial,F,49,Braga,Loja/Telefone
CUST015667,Residencial,F,46,Castelo Branco,Loja/Telefone
CUST015668,Residencial,M,77,Lisboa,Loja/Telefone
CUST015669,Residencial,M,35,Porto,Loja/Telefone
CUST015670,Residencial,M,50,Lisboa,Loja/Telefone
CUST015671,Residencial,F,54,Setúbal,Loja/Telefone
CUST015672,Residencial,M,37,Porto,Loja/Telefone
CUST015673,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST015674,Residencial,M,43,Setúbal,Loja/Telefone
CUST015675,Residencial,M,48,Porto,Loja/Telefone
CUST015676,Residencial,M,48,Viseu,Loja/Telefone
CUST015677,Residencial,M,43,Porto,Loja/Telefone
CUST015678,Residencial,M,52,Lisboa,Loja/Telefone
CUST015679,Residencial,M,32,Beja,App/Online
CUST015680,VIP,F,52,Lisboa,Loja/Telefone
CUST015681,Residencial,M,48,Leiria,Loja/Telefone
CUST015682,VIP,F,52,Faro,Loja/Telefone
CUST015683,Residencial,M,58,Setúbal,Loja/Telefone
CUST015684,Residencial,M,62,Aveiro,Loja/Telefone
CUST015685,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST015686,Residencial,F,52,Porto,Loja/Telefone
CUST015687,Residencial,F,30,Vila Real,App/Online
CUST015688,Empresarial,Empresa,,Açores,Loja/Telefone
CUST015689,Residencial,M,26,Porto,App/Online
CUST015690,Residencial,F,32,Aveiro,App/Online
CUST015691,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST015692,Residencial,F,54,Lisboa,Loja/Telefone
CUST015693,Residencial,F,35,Braga,Loja/Telefone
CUST015694,Residencial,M,40,Madeira,Loja/Telefone
CUST015695,Residencial,F,73,Madeira,Loja/Telefone
CUST015696,Residencial,F,26,Açores,App/Online
CUST015697,Residencial,M,45,Viseu,Loja/Telefone
CUST015698,Residencial,M,40,Porto,Loja/Telefone
CUST015699,Residencial,M,28,Coimbra,App/Online
CUST015700,Empresarial,Empresa,,Braga,Loja/Telefone
CUST015701,Residencial,M,36,Porto,Loja/Telefone
CUST015702,Residencial,F,25,Lisboa,App/Online
CUST015703,Residencial,F,55,Setúbal,Loja/Telefone
CUST015704,Residencial,M,36,Setúbal,Loja/Telefone
CUST015705,Empresarial,Empresa,,Porto,Loja/Telefone
CUST015706,Residencial,M,38,Porto,Loja/Telefone
CUST015707,Residencial,M,31,Porto,App/Online
CUST015708,Residencial,M,42,Porto,Loja/Telefone
CUST015709,Residencial,M,28,Porto,App/Online
CUST015710,Residencial,M,50,Braga,Loja/Telefone
CUST015711,Residencial,F,22,Braga,App/Online
CUST015712,Residencial,M,50,Setúbal,Loja/Telefone
CUST015713,Residencial,F,39,Madeira,Loja/Telefone
CUST015714,Residencial,M,44,Porto,Loja/Telefone
CUST015715,Residencial,F,51,Lisboa,Loja/Telefone
CUST015716,Empresarial,Empresa,,Viseu,Loja/Telefone
CUST015717,Residencial,M,39,Porto,Loja/Telefone
CUST015718,Residencial,F,56,Setúbal,Loja/Telefone
CUST015719,Empresarial,Empresa,,Faro,Loja/Telefone
CUST015720,Residencial,F,35,Porto,Loja/Telefone
CUST015721,Residencial,F,39,Aveiro,Loja/Telefone
CUST015722,Residencial,M,18,Lisboa,App/Online
CUST015723,Empresarial,Empresa,,Bragança,Loja/Telefone
CUST015724,Residencial,M,49,Aveiro,Loja/Telefone
CUST015725,Residencial,M,32,Lisboa,App/Online
CUST015726,Residencial,F,68,Porto,Loja/Telefone
CUST015727,Residencial,F,45,Porto,Loja/Telefone
CUST015728,Empresarial,Empresa,,Évora,Loja/Telefone
CUST015729,Residencial,M,23,Castelo Branco,App/Online
CUST015730,Residencial,M,45,Porto,Loja/Telefone
CUST015731,Residencial,M,28,Lisboa,App/Online
CUST015732,Residencial,M,38,Lisboa,Loja/Telefone
CUST015733,VIP,F,40,Lisboa,Loja/Telefone
CUST015734,Residencial,F,18,Lisboa,App/Online
CUST015735,Residencial,F,38,Lisboa,Loja/Telefone
CUST015736,Residencial,M,27,Viana do Castelo,App/Online
CUST015737,Residencial,F,56,Madeira,Loja/Telefone
CUST015738,Residencial,M,47,Porto,Loja/Telefone
CUST015739,Residencial,F,28,Lisboa,App/Online
CUST015740,Empresarial,Empresa,,Porto,Loja/Telefone
CUST015741,Residencial,F,49,Porto,Loja/Telefone
CUST015742,Residencial,M,40,Lisboa,Loja/Telefone
CUST015743,Residencial,F,48,Leiria,Loja/Telefone
CUST015744,Empresarial,Empresa,,Santarém,Loja/Telefone
CUST015745,Residencial,F,61,Porto,Loja/Telefone
CUST015746,Residencial,F,50,Faro,Loja/Telefone
CUST015747,Residencial,M,61,Viana do Castelo,Loja/Telefone
CUST015748,Residencial,F,45,Santarém,Loja/Telefone
CUST015749,Empresarial,Empresa,,Braga,Loja/Telefone
CUST015750,Residencial,F,42,Lisboa,Loja/Telefone
CUST015751,Empresarial,Empresa,,Braga,Loja/Telefone
CUST015752,Empresarial,Empresa,,Aveiro,Loja/Telefone
CUST015753,Residencial,M,46,Braga,Loja/Telefone
CUST015754,Residencial,M,59,Lisboa,Loja/Telefone
CUST015755,Residencial,M,49,Açores,Loja/Telefone
CUST015756,Residencial,F,37,Viana do Castelo,Loja/Telefone
CUST015757,Empresarial,Empresa,,Setúbal,Loja/Telefone
CUST015758,Residencial,M,61,Porto,Loja/Telefone
CUST015759,Residencial,M,75,Aveiro,Loja/Telefone
CUST015760,Residencial,M,39,Santarém,Loja/Telefone
CUST015761,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST015762,Residencial,M,61,Braga,Loja/Telefone
CUST015763,Residencial,F,55,Setúbal,Loja/Telefone
CUST015764,Residencial,M,51,Faro,Loja/Telefone
CUST015765,Residencial,M,67,Viseu,Loja/Telefone
CUST015766,Residencial,M,40,Porto,Loja/Telefone
CUST015767,Residencial,M,42,Lisboa,Loja/Telefone
CUST015768,Residencial,M,69,Vila Real,Loja/Telefone
CUST015769,Residencial,M,34,Braga,App/Online
CUST015770,Residencial,M,42,Setúbal,Loja/Telefone
CUST015771,Residencial,M,33,Évora,App/Online
CUST015772,Residencial,M,45,Braga,Loja/Telefone
CUST015773,Residencial,F,41,Leiria,Loja/Telefone
CUST015774,Residencial,F,49,Porto,Loja/Telefone
CUST015775,Residencial,M,46,Braga,Loja/Telefone
CUST015776,Residencial,F,37,Braga,Loja/Telefone
CUST015777,Residencial,M,40,Faro,Loja/Telefone
CUST015778,Residencial,M,41,Faro,Loja/Telefone
CUST015779,Residencial,F,24,Aveiro,App/Online
CUST015780,Residencial,M,46,Viana do Castelo,Loja/Telefone
CUST015781,Residencial,F,35,Setúbal,Loja/Telefone
CUST015782,Residencial,F,43,Aveiro,Loja/Telefone
CUST015783,Residencial,F,25,Lisboa,App/Online
CUST015784,VIP,F,43,Castelo Branco,Loja/Telefone
CUST015785,Residencial,F,36,Lisboa,Loja/Telefone
CUST015786,Empresarial,Empresa,,Braga,Loja/Telefone
CUST015787,Residencial,M,33,Guarda,App/Online
CUST015788,Residencial,F,47,Lisboa,Loja/Telefone
CUST015789,Residencial,M,21,Beja,App/Online
CUST015790,Residencial,M,44,Coimbra,Loja/Telefone
CUST015791,Residencial,F,25,Braga,App/Online
CUST015792,VIP,F,27,Porto,App/Online
CUST015793,Residencial,M,25,Faro,App/Online
CUST015794,Residencial,F,51,Faro,Loja/Telefone
CUST015795,Residencial,M,63,Setúbal,Loja/Telefone
CUST015796,Empresarial,Empresa,,Castelo Branco,Loja/Telefone
CUST015797,Empresarial,Empresa,,Braga,Loja/Telefone
CUST015798,Residencial,M,37,Leiria,Loja/Telefone
CUST015799,Residencial,F,18,Guarda,App/Online
CUST015800,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST015801,Residencial,M,55,Braga,Loja/Telefone
CUST015802,Residencial,M,44,Coimbra,Loja/Telefone
CUST015803,Residencial,F,63,Lisboa,Loja/Telefone
CUST015804,Residencial,F,39,Lisboa,Loja/Telefone
CUST015805,Residencial,M,18,Viana do Castelo,App/Online
CUST015806,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST015807,Residencial,M,43,Lisboa,Loja/Telefone
CUST015808,Residencial,M,49,Faro,Loja/Telefone
CUST015809,Residencial,M,57,Faro,Loja/Telefone
CUST015810,Residencial,F,37,Madeira,Loja/Telefone
CUST015811,Residencial,F,77,Leiria,Loja/Telefone
CUST015812,Residencial,M,29,Porto,App/Online
CUST015813,Residencial,M,45,Porto,Loja/Telefone
CUST015814,Residencial,F,33,Leiria,App/Online
CUST015815,Residencial,M,77,Braga,Loja/Telefone
CUST015816,Residencial,M,56,Lisboa,Loja/Telefone
CUST015817,Residencial,F,19,Madeira,App/Online
CUST015818,Residencial,M,35,Castelo Branco,Loja/Telefone
CUST015819,Residencial,F,64,Lisboa,Loja/Telefone
CUST015820,Residencial,M,79,Lisboa,Loja/Telefone
CUST015821,Residencial,M,36,Braga,Loja/Telefone
CUST015822,Residencial,F,30,Madeira,App/Online
CUST015823,Residencial,F,29,Braga,App/Online
CUST015824,Residencial,F,55,Lisboa,Loja/Telefone
CUST015825,Residencial,M,61,Lisboa,Loja/Telefone
CUST015826,Residencial,F,43,Lisboa,Loja/Telefone
CUST015827,VIP,F,51,Aveiro,Loja/Telefone
CUST015828,Residencial,M,55,Aveiro,Loja/Telefone
CUST015829,Residencial,M,32,Lisboa,App/Online
CUST015830,Residencial,F,79,Viana do Castelo,Loja/Telefone
CUST015831,Residencial,M,60,Lisboa,Loja/Telefone
CUST015832,Residencial,M,53,Lisboa,Loja/Telefone
CUST015833,Residencial,F,48,Setúbal,Loja/Telefone
CUST015834,Residencial,F,42,Viseu,Loja/Telefone
CUST015835,Residencial,M,53,Viana do Castelo,Loja/Telefone
CUST015836,VIP,F,48,Lisboa,Loja/Telefone
CUST015837,Residencial,F,41,Évora,Loja/Telefone
CUST015838,Residencial,M,49,Porto,Loja/Telefone
CUST015839,Residencial,F,26,Lisboa,App/Online
CUST015840,Residencial,F,56,Porto,Loja/Telefone
CUST015841,Residencial,F,60,Setúbal,Loja/Telefone
CUST015842,Residencial,M,18,Évora,App/Online
CUST015843,Residencial,M,82,Braga,Loja/Telefone
CUST015844,Residencial,M,57,Aveiro,Loja/Telefone
CUST015845,Residencial,M,33,Lisboa,App/Online
CUST015846,Residencial,F,35,Porto,Loja/Telefone
CUST015847,Residencial,F,52,Aveiro,Loja/Telefone
CUST015848,Residencial,M,70,Aveiro,Loja/Telefone
CUST015849,Residencial,M,39,Braga,Loja/Telefone
CUST015850,Residencial,M,48,Porto,Loja/Telefone
CUST015851,Residencial,F,35,Évora,Loja/Telefone
CUST015852,Residencial,F,56,Viseu,Loja/Telefone
CUST015853,VIP,F,51,Lisboa,Loja/Telefone
CUST015854,Residencial,F,50,Braga,Loja/Telefone
CUST015855,VIP,M,33,Lisboa,App/Online
CUST015856,Residencial,M,43,Braga,Loja/Telefone
CUST015857,Residencial,F,72,Aveiro,Loja/Telefone
CUST015858,Residencial,M,75,Porto,Loja/Telefone
CUST015859,Residencial,M,57,Setúbal,Loja/Telefone
CUST015860,Residencial,M,52,Porto,Loja/Telefone
CUST015861,Residencial,F,18,Lisboa,App/Online
CUST015862,VIP,M,49,Porto,Loja/Telefone
CUST015863,Residencial,M,32,Lisboa,App/Online
CUST015864,Residencial,M,28,Aveiro,App/Online
CUST015865,Residencial,M,49,Viseu,Loja/Telefone
CUST015866,Residencial,F,54,Porto,Loja/Telefone
CUST015867,Residencial,F,36,Portalegre,Loja/Telefone
CUST015868,Residencial,M,48,Lisboa,Loja/Telefone
CUST015869,Residencial,M,60,Lisboa,Loja/Telefone
CUST015870,Residencial,M,49,Lisboa,Loja/Telefone
CUST015871,Residencial,M,35,Porto,Loja/Telefone
CUST015872,Residencial,M,33,Madeira,App/Online
CUST015873,Residencial,M,45,Braga,Loja/Telefone
CUST015874,Empresarial,Empresa,,Braga,Loja/Telefone
CUST015875,Empresarial,Empresa,,Porto,Loja/Telefone
CUST015876,Residencial,M,63,Vila Real,Loja/Telefone
CUST015877,Residencial,M,53,Lisboa,Loja/Telefone
CUST015878,Residencial,M,27,Lisboa,App/Online
CUST015879,Residencial,F,32,Açores,App/Online
CUST015880,Residencial,F,38,Coimbra,Loja/Telefone
CUST015881,Empresarial,Empresa,,Braga,Loja/Telefone
CUST015882,Residencial,F,40,Lisboa,Loja/Telefone
CUST015883,Residencial,M,43,Braga,Loja/Telefone
CUST015884,Residencial,M,24,Aveiro,App/Online
CUST015885,VIP,F,42,Lisboa,Loja/Telefone
CUST015886,Empresarial,Empresa,,Setúbal,Loja/Telefone
CUST015887,Residencial,F,56,Lisboa,Loja/Telefone
CUST015888,Residencial,F,30,Aveiro,App/Online
CUST015889,Residencial,F,56,Aveiro,Loja/Telefone
CUST015890,Residencial,M,54,Lisboa,Loja/Telefone
CUST015891,Residencial,F,37,Braga,Loja/Telefone
CUST015892,Residencial,M,38,Aveiro,Loja/Telefone
CUST015893,Residencial,F,62,Faro,Loja/Telefone
CUST015894,Residencial,M,28,Madeira,App/Online
CUST015895,Residencial,F,47,Coimbra,Loja/Telefone
CUST015896,Residencial,F,50,Braga,Loja/Telefone
CUST015897,Residencial,F,45,Setúbal,Loja/Telefone
CUST015898,Residencial,M,47,Braga,Loja/Telefone
CUST015899,Residencial,M,64,Porto,Loja/Telefone
CUST015900,Residencial,F,28,Porto,App/Online
CUST015901,Empresarial,Empresa,,Porto,Loja/Telefone
CUST015902,Residencial,F,26,Braga,App/Online
CUST015903,Residencial,M,61,Porto,Loja/Telefone
CUST015904,Residencial,M,36,Porto,Loja/Telefone
CUST015905,Residencial,M,51,Lisboa,Loja/Telefone
CUST015906,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST015907,Residencial,M,38,Leiria,Loja/Telefone
CUST015908,Residencial,M,53,Aveiro,Loja/Telefone
CUST015909,VIP,F,43,Açores,Loja/Telefone
CUST015910,Residencial,F,69,Lisboa,Loja/Telefone
CUST015911,Residencial,F,56,Lisboa,Loja/Telefone
CUST015912,Residencial,F,34,Évora,App/Online
CUST015913,Residencial,M,18,Aveiro,App/Online
CUST015914,Residencial,M,52,Porto,Loja/Telefone
CUST015915,Residencial,M,59,Porto,Loja/Telefone
CUST015916,Residencial,F,47,Porto,Loja/Telefone
CUST015917,Residencial,M,30,Lisboa,App/Online
CUST015918,Residencial,F,32,Faro,App/Online
CUST015919,Empresarial,Empresa,,Leiria,Loja/Telefone
CUST015920,Empresarial,Empresa,,Setúbal,Loja/Telefone
CUST015921,Residencial,M,18,Vila Real,App/Online
CUST015922,Residencial,M,29,Lisboa,App/Online
CUST015923,Residencial,M,36,Santarém,Loja/Telefone
CUST015924,Empresarial,Empresa,,Porto,Loja/Telefone
CUST015925,Residencial,F,40,Setúbal,Loja/Telefone
CUST015926,VIP,M,18,Aveiro,App/Online
CUST015927,VIP,M,40,Lisboa,Loja/Telefone
CUST015928,Residencial,F,38,Guarda,Loja/Telefone
CUST015929,Residencial,F,47,Braga,Loja/Telefone
CUST015930,Residencial,M,66,Coimbra,Loja/Telefone
CUST015931,Residencial,M,21,Madeira,App/Online
CUST015932,Residencial,M,61,Santarém,Loja/Telefone
CUST015933,Residencial,F,19,Lisboa,App/Online
CUST015934,Residencial,F,62,Coimbra,Loja/Telefone
CUST015935,Residencial,M,32,Aveiro,App/Online
CUST015936,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST015937,Residencial,F,47,Aveiro,Loja/Telefone
CUST015938,Residencial,F,56,Porto,Loja/Telefone
CUST015939,Residencial,F,66,Braga,Loja/Telefone
CUST015940,Residencial,M,39,Aveiro,Loja/Telefone
CUST015941,Residencial,F,47,Lisboa,Loja/Telefone
CUST015942,Residencial,M,30,Aveiro,App/Online
CUST015943,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST015944,Residencial,M,24,Coimbra,App/Online
CUST015945,Residencial,F,71,Porto,Loja/Telefone
CUST015946,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST015947,Residencial,M,27,Santarém,App/Online
CUST015948,Residencial,M,26,Setúbal,App/Online
CUST015949,Residencial,F,44,Faro,Loja/Telefone
CUST015950,Residencial,M,46,Faro,Loja/Telefone
CUST015951,Residencial,M,72,Setúbal,Loja/Telefone
CUST015952,Residencial,M,51,Porto,Loja/Telefone
CUST015953,Residencial,M,48,Faro,Loja/Telefone
CUST015954,Residencial,F,65,Beja,Loja/Telefone
CUST015955,Residencial,M,37,Braga,Loja/Telefone
CUST015956,Residencial,F,40,Porto,Loja/Telefone
CUST015957,VIP,M,43,Leiria,Loja/Telefone
CUST015958,Residencial,F,46,Porto,Loja/Telefone
CUST015959,Residencial,F,36,Viseu,Loja/Telefone
CUST015960,Empresarial,Empresa,,Coimbra,Loja/Telefone
CUST015961,Residencial,F,35,Viseu,Loja/Telefone
CUST015962,Empresarial,Empresa,,Viana do Castelo,Loja/Telefone
CUST015963,VIP,M,36,Setúbal,Loja/Telefone
CUST015964,Residencial,M,63,Coimbra,Loja/Telefone
CUST015965,Residencial,F,45,Braga,Loja/Telefone
CUST015966,Residencial,F,32,Setúbal,App/Online
CUST015967,Residencial,F,37,Coimbra,Loja/Telefone
CUST015968,Residencial,F,40,Lisboa,Loja/Telefone
CUST015969,Residencial,F,32,Setúbal,App/Online
CUST015970,Residencial,F,31,Setúbal,App/Online
CUST015971,Residencial,F,76,Braga,Loja/Telefone
CUST015972,Residencial,F,61,Porto,Loja/Telefone
CUST015973,Residencial,F,51,Leiria,Loja/Telefone
CUST015974,Residencial,F,37,Guarda,Loja/Telefone
CUST015975,Residencial,F,31,Porto,App/Online
CUST015976,VIP,M,59,Setúbal,Loja/Telefone
CUST015977,Residencial,F,72,Porto,Loja/Telefone
CUST015978,Residencial,M,46,Lisboa,Loja/Telefone
CUST015979,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST015980,Residencial,F,31,Braga,App/Online
CUST015981,Residencial,M,34,Aveiro,App/Online
CUST015982,Residencial,M,74,Viana do Castelo,Loja/Telefone
CUST015983,Residencial,F,45,Braga,Loja/Telefone
CUST015984,VIP,F,33,Braga,App/Online
CUST015985,Residencial,M,39,Lisboa,Loja/Telefone
CUST015986,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST015987,Residencial,M,40,Braga,Loja/Telefone
CUST015988,Empresarial,Empresa,,Porto,Loja/Telefone
CUST015989,VIP,M,18,Lisboa,App/Online
CUST015990,Residencial,F,59,Braga,Loja/Telefone
CUST015991,Residencial,M,68,Setúbal,Loja/Telefone
CUST015992,Residencial,M,41,Leiria,Loja/Telefone
CUST015993,Empresarial,Empresa,,Braga,Loja/Telefone
CUST015994,Residencial,M,31,Açores,App/Online
CUST015995,Residencial,F,34,Aveiro,App/Online
CUST015996,Residencial,M,42,Portalegre,Loja/Telefone
CUST015997,Residencial,M,18,Santarém,App/Online
CUST015998,Residencial,F,54,Setúbal,Loja/Telefone
CUST015999,Residencial,M,22,Porto,App/Online
CUST016000,Empresarial,Empresa,,Bragança,Loja/Telefone
CUST016001,Residencial,F,31,Lisboa,App/Online
CUST016002,Residencial,M,22,Braga,App/Online
CUST016003,Residencial,M,46,Porto,Loja/Telefone
CUST016004,Residencial,M,46,Viana do Castelo,Loja/Telefone
CUST016005,Empresarial,Empresa,,Braga,Loja/Telefone
CUST016006,Residencial,F,22,Leiria,App/Online
CUST016007,Residencial,F,50,Setúbal,Loja/Telefone
CUST016008,Residencial,F,51,Setúbal,Loja/Telefone
CUST016009,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST016010,VIP,M,38,Leiria,Loja/Telefone
CUST016011,Residencial,M,35,Setúbal,Loja/Telefone
CUST016012,Residencial,F,47,Faro,Loja/Telefone
CUST016013,Residencial,M,42,Porto,Loja/Telefone
CUST016014,Residencial,M,64,Porto,Loja/Telefone
CUST016015,Residencial,M,32,Viseu,App/Online
CUST016016,VIP,F,53,Braga,Loja/Telefone
CUST016017,Empresarial,Empresa,,Bragança,Loja/Telefone
CUST016018,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST016019,Residencial,M,33,Setúbal,App/Online
CUST016020,Residencial,M,58,Vila Real,Loja/Telefone
CUST016021,Residencial,M,62,Lisboa,Loja/Telefone
CUST016022,Residencial,F,53,Braga,Loja/Telefone
CUST016023,Residencial,M,41,Lisboa,Loja/Telefone
CUST016024,Residencial,F,45,Coimbra,Loja/Telefone
CUST016025,Residencial,M,47,Lisboa,Loja/Telefone
CUST016026,Residencial,M,54,Lisboa,Loja/Telefone
CUST016027,Residencial,M,18,Braga,App/Online
CUST016028,Residencial,M,31,Setúbal,App/Online
CUST016029,Residencial,F,43,Madeira,Loja/Telefone
CUST016030,Residencial,M,68,Porto,Loja/Telefone
CUST016031,Residencial,F,32,Lisboa,App/Online
CUST016032,Residencial,M,37,Porto,Loja/Telefone
CUST016033,Empresarial,Empresa,,Castelo Branco,Loja/Telefone
CUST016034,Residencial,M,43,Aveiro,Loja/Telefone
CUST016035,Residencial,M,33,Braga,App/Online
CUST016036,Residencial,F,45,Lisboa,Loja/Telefone
CUST016037,Residencial,F,58,Setúbal,Loja/Telefone
CUST016038,Residencial,F,58,Braga,Loja/Telefone
CUST016039,Residencial,M,46,Lisboa,Loja/Telefone
CUST016040,Residencial,M,38,Porto,Loja/Telefone
CUST016041,Residencial,M,35,Porto,Loja/Telefone
CUST016042,Residencial,F,35,Viseu,Loja/Telefone
CUST016043,Empresarial,Empresa,,Porto,Loja/Telefone
CUST016044,Residencial,M,54,Braga,Loja/Telefone
CUST016045,Residencial,F,59,Leiria,Loja/Telefone
CUST016046,VIP,M,41,Lisboa,Loja/Telefone
CUST016047,Empresarial,Empresa,,Lisboa,Loja/Telefone
CUST016048,Residencial,F,69,Leiria,Loja/Telefone
CUST016049,Empresarial,Empresa,,Setúbal,Loja/Telefone
CUST016050,Residencial,F,29,Porto,App/Online
CUST016051,Residencial,M,35,Lisboa,Loja/Telefone
CUST016052,Residencial,F,74,Aveiro,Loja/Telefone
CUST016053,Residencial,M,27,Lisboa,App/Online
CUST016054,Residencial,M,63,Aveiro,Loja/Telefone
CUST016055,Residencial,F,58,Lisboa,Loja/Telefone
CUST016056,Residencial,F,44,Madeira,Loja/Telefone
CUST016057,Residencial,M,37,Porto,Loja/Telefone
CUST016058,Residencial,F,48,Braga,Loja/Telefone
